superevent_id,dateobs,gcn_type,gcn_id,localization_id,trigger_cadence,pending_observation,unsuccessful_observation,successful_observation,valid
S241115y,2024-11-15T12:43:58,"('Preliminary', 'bayestar.multiorder.fits,2')",11702,20255,"['2024-11-21', '2024-11-28', '2024-12-05', '2024-12-12', '2024-12-24', '2025-01-03']","(43602,2024-11-15T01:42:44.719)","","",False
